resource_type_name;raw_arn;originating_service;arn;partition;service;region;account;resource_path;condition_keys
role;arn:${Partition}:iam::${Account}:role/${RoleNameWithPath};sts;arn;${Partition};iam;;${Account};${RoleNameWithPath};aws:ResourceTag/${TagKey}
user;arn:${Partition}:iam::${Account}:user/${UserNameWithPath};sts;arn;${Partition};iam;;${Account};${UserNameWithPath};
project;arn:${Partition}:sumerian:${Region}:${Account}:project:${ProjectName};sumerian;arn;${Partition};sumerian;${Region};${Account};${ProjectName};
domain;arn:${Partition}:swf::${Account}:domain/${DomainName};swf;arn;${Partition};swf;;${Account};${DomainName};aws:ResourceTag/${TagKey}
canary;arn:${Partition}:synthetics::${Account}:canary:${CanaryName};synthetics;arn;${Partition};synthetics;;${Account};${CanaryName};
user;arn:${Partition}:transfer:${region}:${account}:user/${serverId}/${username};transfer;arn;${Partition};transfer;${region};${account};${serverId}/${username};aws:ResourceTag/${TagKey}
server;arn:${Partition}:transfer:${region}:${account}:server/${serverId};transfer;arn;${Partition};transfer;${region};${account};${serverId};aws:ResourceTag/${TagKey}
checks;arn:${Partition}:trustedadvisor:${Region}:${Account}:checks/${CategoryCode}/${CheckId};trustedadvisor;arn;${Partition};trustedadvisor;${Region};${Account};${CategoryCode}/${CheckId};
bytematchset;arn:${Partition}:waf::${Account}:bytematchset/${Id};waf;arn;${Partition};waf;;${Account};${Id};
ipset;arn:${Partition}:waf::${Account}:ipset/${Id};waf;arn;${Partition};waf;;${Account};${Id};
ratebasedrule;arn:${Partition}:waf::${Account}:ratebasedrule/${Id};waf;arn;${Partition};waf;;${Account};${Id};aws:ResourceTag/${TagKey}
rule;arn:${Partition}:waf::${Account}:rule/${Id};waf;arn;${Partition};waf;;${Account};${Id};aws:ResourceTag/${TagKey}
sizeconstraintset;arn:${Partition}:waf::${Account}:sizeconstraintset/${Id};waf;arn;${Partition};waf;;${Account};${Id};
sqlinjectionmatchset;arn:${Partition}:waf::${Account}:sqlinjectionmatchset/${Id};waf;arn;${Partition};waf;;${Account};${Id};
webacl;arn:${Partition}:waf::${Account}:webacl/${Id};waf;arn;${Partition};waf;;${Account};${Id};aws:ResourceTag/${TagKey}
xssmatchset;arn:${Partition}:waf::${Account}:xssmatchset/${Id};waf;arn;${Partition};waf;;${Account};${Id};
regexmatchset;arn:${Partition}:waf::${Account}:regexmatch/${Id};waf;arn;${Partition};waf;;${Account};${Id};
regexpatternset;arn:${Partition}:waf::${Account}:regexpatternset/${Id};waf;arn;${Partition};waf;;${Account};${Id};
geomatchset;arn:${Partition}:waf::${Account}:geomatchset/${Id};waf;arn;${Partition};waf;;${Account};${Id};
rulegroup;arn:${Partition}:waf::${Account}:rulegroup/${Id};waf;arn;${Partition};waf;;${Account};${Id};aws:ResourceTag/${TagKey}
bytematchset;arn:${Partition}:waf-regional:${Region}:${Account}:bytematchset/${Id};waf-regional;arn;${Partition};waf-regional;${Region};${Account};${Id};
ipset;arn:${Partition}:waf-regional:${Region}:${Account}:ipset/${Id};waf-regional;arn;${Partition};waf-regional;${Region};${Account};${Id};
loadbalancer/app/;arn:${Partition}:elasticloadbalancing:${Region}:${Account}:loadbalancer/app/${LoadBalancerName}/${LoadBalancerId};waf-regional;arn;${Partition};elasticloadbalancing;${Region};${Account};app/${LoadBalancerName}/${LoadBalancerId};
ratebasedrule;arn:${Partition}:waf-regional:${Region}:${Account}:ratebasedrule/${Id};waf-regional;arn;${Partition};waf-regional;${Region};${Account};${Id};aws:ResourceTag/${TagKey}
rule;arn:${Partition}:waf-regional:${Region}:${Account}:rule/${Id};waf-regional;arn;${Partition};waf-regional;${Region};${Account};${Id};aws:ResourceTag/${TagKey}
sizeconstraintset;arn:${Partition}:waf-regional:${Region}:${Account}:sizeconstraintset/${Id};waf-regional;arn;${Partition};waf-regional;${Region};${Account};${Id};
sqlinjectionmatchset;arn:${Partition}:waf-regional:${Region}:${Account}:sqlinjectionmatchset/${Id};waf-regional;arn;${Partition};waf-regional;${Region};${Account};${Id};
webacl;arn:${Partition}:waf-regional:${Region}:${Account}:webacl/${Id};waf-regional;arn;${Partition};waf-regional;${Region};${Account};${Id};aws:ResourceTag/${TagKey}
xssmatchset;arn:${Partition}:waf-regional:${Region}:${Account}:xssmatchset/${Id};waf-regional;arn;${Partition};waf-regional;${Region};${Account};${Id};
regexmatchset;arn:${Partition}:waf-regional:${Region}:${Account}:regexmatch/${Id};waf-regional;arn;${Partition};waf-regional;${Region};${Account};${Id};
regexpatternset;arn:${Partition}:waf-regional:${Region}:${Account}:regexpatternset/${Id};waf-regional;arn;${Partition};waf-regional;${Region};${Account};${Id};
geomatchset;arn:${Partition}:waf-regional:${Region}:${Account}:geomatchset/${Id};waf-regional;arn;${Partition};waf-regional;${Region};${Account};${Id};
rulegroup;arn:${Partition}:waf-regional:${Region}:${Account}:rulegroup/${Id};waf-regional;arn;${Partition};waf-regional;${Region};${Account};${Id};aws:ResourceTag/${TagKey}
webacl;arn:${Partition}:wafv2:${Region}:${Account}:${Scope}/webacl/${Name}/${Id};wafv2;arn;${Partition};wafv2;${Region};${Account};webacl/${Name}/${Id};aws:ResourceTag/${TagKey}
ipset;arn:${Partition}:wafv2:${Region}:${Account}:${Scope}/ipset/${Name}/${Id};wafv2;arn;${Partition};wafv2;${Region};${Account};ipset/${Name}/${Id};aws:ResourceTag/${TagKey}
rulegroup;arn:${Partition}:wafv2:${Region}:${Account}:${Scope}/rulegroup/${Name}/${Id};wafv2;arn;${Partition};wafv2;${Region};${Account};rulegroup/${Name}/${Id};aws:ResourceTag/${TagKey}
regexpatternset;arn:${Partition}:wafv2:${Region}:${Account}:${Scope}/regexpatternset/${Name}/${Id};wafv2;arn;${Partition};wafv2;${Region};${Account};regexpatternset/${Name}/${Id};aws:ResourceTag/${TagKey}
loadbalancer/app/;arn:${Partition}:elasticloadbalancing:${Region}:${Account}:loadbalancer/app/${LoadBalancerName}/${LoadBalancerId};wafv2;arn;${Partition};elasticloadbalancing;${Region};${Account};app/${LoadBalancerName}/${LoadBalancerId};
apigateway;arn:${Partition}:apigateway:${Region}::/restapis/${ApiId}/stages/prod;wafv2;arn;${Partition};apigateway;${Region};;restapis/${ApiId}/stages/prod;
workload;arn:${Partition}:wellarchitected:${Region}:${Account}:workload/${ResourceId};wellarchitected;arn;${Partition};wellarchitected;${Region};${Account};${ResourceId};
fleet;arn:${Partition}:worklink::${Account}:fleet/${fleetName};worklink;arn;${Partition};worklink;;${Account};${fleetName};
organization;arn:${Partition}:workmail:${Region}:${Account}:organization/${ResourceId};workmail;arn;${Partition};workmail;${Region};${Account};${ResourceId};aws:ResourceTag/${TagKey}
RawMessage;arn:${Partition}:workmailmessageflow:${Region}:${Account}:message/${OrganizationId}/${Context}/${MessageId};workmailmessageflow;arn;${Partition};workmailmessageflow;${Region};${Account};${OrganizationId}/${Context}/${MessageId};
workspacebundle;arn:${Partition}:workspaces:${Region}:${Account}:workspacebundle/${BundleId};workspaces;arn;${Partition};workspaces;${Region};${Account};${BundleId};
workspaceipgroup;arn:${Partition}:workspaces:${Region}:${Account}:workspaceipgroup/${GroupId};workspaces;arn;${Partition};workspaces;${Region};${Account};${GroupId};
directoryid;arn:${Partition}:workspaces:${Region}:${Account}:directory/${DirectoryId};workspaces;arn;${Partition};workspaces;${Region};${Account};${DirectoryId};
workspaceid;arn:${Partition}:workspaces:${Region}:${Account}:workspace/${WorkspaceId};workspaces;arn;${Partition};workspaces;${Region};${Account};${WorkspaceId};
group;arn:${Partition}:xray:${Region}:${Account}:group/${GroupName}/${Id};xray;arn;${Partition};xray;${Region};${Account};${GroupName}/${Id};
sampling-rule;arn:${Partition}:xray:${Region}:${Account}:sampling-rule/${SamplingRuleName};xray;arn;${Partition};xray;${Region};${Account};${SamplingRuleName};
